country,category,item
French Polynesia,Over-the-counter medicines,Saline nose spray
French Polynesia,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
French Polynesia,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
French Polynesia,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
French Polynesia,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
French Polynesia,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
French Polynesia,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
French Polynesia,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
French Polynesia,Supplies to prevent illness or injury,Earplugs
French Polynesia,Supplies to prevent illness or injury,Latex condoms
French Polynesia,First-aid kit,1% hydrocortisone cream
French Polynesia,First-aid kit,Antifungal ointments
French Polynesia,First-aid kit,Antibacterial ointments
French Polynesia,First-aid kit,Antiseptic wound cleanser
French Polynesia,First-aid kit,Aloe gel For sunburns
French Polynesia,First-aid kit,Insect bite treatment Anti-itch gel or cream
French Polynesia,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
French Polynesia,First-aid kit,Moleskin or molefoam for blisters
French Polynesia,First-aid kit,Elastic/compression bandage wrap For sprains and strains
French Polynesia,First-aid kit,Disposable gloves
French Polynesia,First-aid kit,Digital thermometer
French Polynesia,First-aid kit,Scissors and safety pins
French Polynesia,First-aid kit,Cotton swabs (Q-Tips)
French Polynesia,First-aid kit,Tweezers
French Polynesia,First-aid kit,Eye drops
French Polynesia,First-aid kit,Oral rehydration salts
French Polynesia,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
French Polynesia,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
French Polynesia,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
French Polynesia,Documents,Family member or close contact remaining in the United States
French Polynesia,Documents,Health care provider(s) at home
French Polynesia,Documents,Lodging at your destination
French Polynesia,Documents,Hospitals or clinics (including emergency services) in your destination
French Polynesia,Documents,US embassy or consulate in the destination country or countries
Gabon,Prescription medicines,Your prescriptions
Gabon,Prescription medicines,Travelers' diarrhea antibiotic
Gabon,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Gabon,Prescription medicines,Altitude sickness medicine
Gabon,Prescription medicines,Medicine to prevent malaria
Gabon,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Gabon,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Gabon,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Gabon,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Gabon,Medical supplies,Diabetes testing supplies
Gabon,Medical supplies,Insulin
Gabon,Medical supplies,Inhalers
Gabon,Medical supplies,Epinephrine auto-injectors (EpiPens)
Gabon,Medical supplies,Medical alert bracelet or necklace
Gabon,Over-the-counter medicines,Antacid
Gabon,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Gabon,Over-the-counter medicines,Antihistamine
Gabon,Over-the-counter medicines,Motion sickness medicine
Gabon,Over-the-counter medicines,Cough drops
Gabon,Over-the-counter medicines,Cough suppression/expectorant
Gabon,Over-the-counter medicines,Decongestant
Gabon,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Gabon,Over-the-counter medicines,Mild laxative
Gabon,Over-the-counter medicines,Mild sedative or other sleep aid
Gabon,Over-the-counter medicines,Saline nose spray
Gabon,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Gabon,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Gabon,Supplies to prevent illness or injury,Water purification tablets May be needed if camping or visiting remote areas
Gabon,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Gabon,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Gabon,Supplies to prevent illness or injury,Bed net For protection against insect bites while sleeping
Gabon,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Gabon,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Gabon,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Gabon,Supplies to prevent illness or injury,Earplugs
Gabon,Supplies to prevent illness or injury,Latex condoms
Gabon,First-aid kit,1% hydrocortisone cream
Gabon,First-aid kit,Antifungal ointments
Gabon,First-aid kit,Antibacterial ointments
Gabon,First-aid kit,Antiseptic wound cleanser
Gabon,First-aid kit,Aloe gel For sunburns
Gabon,First-aid kit,Insect bite treatment Anti-itch gel or cream
Gabon,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Gabon,First-aid kit,Moleskin or molefoam for blisters
Gabon,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Gabon,First-aid kit,Disposable gloves
Gabon,First-aid kit,Digital thermometer
Gabon,First-aid kit,Scissors and safety pins
Gabon,First-aid kit,Cotton swabs (Q-Tips)
Gabon,First-aid kit,Tweezers
Gabon,First-aid kit,Eye drops
Gabon,First-aid kit,Oral rehydration salts
Gabon,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Gabon,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
Gabon,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Gabon,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Gabon,Documents,Family member or close contact remaining in the United States
Gabon,Documents,Health care provider(s) at home
Gabon,Documents,Lodging at your destination
Gabon,Documents,Hospitals or clinics (including emergency services) in your destination
Gabon,Documents,US embassy or consulate in the destination country or countries
Georgia,Prescription medicines,Your prescriptions
Georgia,Prescription medicines,Travelers' diarrhea antibiotic
Georgia,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Georgia,Prescription medicines,Altitude sickness medicine
Georgia,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Georgia,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Georgia,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Georgia,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Georgia,Medical supplies,Diabetes testing supplies
Georgia,Medical supplies,Insulin
Georgia,Medical supplies,Inhalers
Georgia,Medical supplies,Epinephrine auto-injectors (EpiPens)
Georgia,Medical supplies,Medical alert bracelet or necklace
Georgia,Over-the-counter medicines,Antacid
Georgia,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Georgia,Over-the-counter medicines,Antihistamine
Georgia,Over-the-counter medicines,Motion sickness medicine
Georgia,Over-the-counter medicines,Cough drops
Georgia,Over-the-counter medicines,Cough suppression/expectorant
Georgia,Over-the-counter medicines,Decongestant
Georgia,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Georgia,Over-the-counter medicines,Mild laxative
Georgia,Over-the-counter medicines,Mild sedative or other sleep aid
Georgia,Over-the-counter medicines,Saline nose spray
Georgia,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
